,carat,cut,color,clarity,depth,table,price,x,y,z
6784,1.13,Fair,H,SI2,64.4,58,4113,6.59,6.51,4.22
6796,0.91,Fair,H,VVS1,56.5,67,4115,6.38,6.4,3.61
6813,1.01,Fair,E,SI2,55.2,65,4118,6.78,6.67,3.71
6815,1.01,Fair,E,SI2,64.7,55,4118,6.37,6.3,4.1
6816,1.01,Fair,D,SI1,66.3,55,4118,6.22,6.17,4.11
6842,1.13,Fair,J,SI1,64.9,55,4123,6.49,6.56,4.24
6856,0.9,Fair,E,VS2,64.5,61,4125,6.07,6.03,3.9
6865,1.01,Fair,F,SI2,58.2,61,4127,6.48,6.52,3.78
6877,1.01,Fair,H,SI2,64.9,56,4129,6.33,6.25,4.08
6934,1.32,Fair,H,I1,65.8,55,4140,6.87,6.83,4.51
6940,1,Fair,E,SI1,66.3,62,4140,6.27,6.06,4.09
6957,1.41,Fair,H,I1,64.7,58,4145,7.05,7,4.55
6960,1.21,Fair,J,SI1,65,59,4147,6.64,6.57,4.29
6961,1.21,Fair,J,SI1,65.3,60,4147,6.6,6.51,4.28
6971,1,Fair,H,SI1,56.3,63,4150,6.63,6.61,3.73
7023,1.36,Fair,J,SI2,67.8,55,4158,6.73,6.66,4.54
7050,1,Fair,G,SI1,63.1,59,4163,6.32,6.27,3.97
7097,1,Fair,H,VS2,66.8,63,4166,6.19,6.08,4.1
7106,1.51,Fair,G,I1,65.6,54,4167,7.28,7.1,4.72
7138,1.13,Fair,F,SI2,64.4,56,4176,6.58,6.52,4.22
7159,1.01,Fair,E,SI1,64.7,59,4181,6.23,6.11,3.99
7172,0.9,Fair,F,VS1,66.2,55,4183,6.11,5.97,4
7214,1.01,Fair,H,SI1,64.6,55,4191,6.29,6.25,4.05
7235,0.9,Fair,I,VVS1,63.5,57,4194,5.98,6.09,3.83
7311,1.01,Fair,D,SI2,65.3,55,4205,6.33,6.19,4.09
7352,1,Fair,E,SI1,58.1,63,4213,6.6,6.52,3.81
7369,0.9,Fair,E,SI1,59.2,60,4220,6.17,6.22,3.67
7375,1.16,Fair,H,SI2,66.3,57,4222,6.56,6.5,4.33
7419,1.02,Fair,F,SI1,61.8,50,4227,6.59,6.51,4.05
7436,0.9,Fair,F,VS2,64.4,53,4229,6.08,6.04,3.9
7568,0.9,Fair,D,SI1,63.8,61,4252,6.07,5.99,3.85
7587,1,Fair,E,SI2,65.2,56,4256,6.3,6.12,4.05
7591,0.91,Fair,E,SI1,65,62,4256,6.09,6.04,3.94
7592,1.01,Fair,H,SI1,65.3,57,4256,6.33,6.23,4.1
7594,1,Fair,F,SI1,66.4,57,4256,6.21,6.14,4.1
7628,1.01,Fair,I,VS1,64.9,58,4263,6.17,6.22,4.02
7632,1,Fair,E,SI2,65.9,62,4265,6.09,6.02,3.99
7675,1.09,Fair,I,SI1,56.4,62,4273,6.97,6.9,3.9
7699,1.01,Fair,F,SI1,65.9,58,4276,6.16,6.1,4.04
7700,1.01,Fair,F,SI1,67.2,60,4276,6.06,6,4.05
7701,1.01,Fair,D,SI1,65.9,60,4276,6.32,6.18,4.12
7704,1.29,Fair,G,I1,66,58,4277,6.82,6.75,4.48
7705,0.9,Fair,D,VS2,57.4,65,4277,6.26,6.29,3.6
7738,0.31,Fair,E,VS2,55.9,62,581,4.6,4.56,2.56
7755,0.98,Fair,G,SI1,64.4,56,4281,6.33,6.24,4.03
7756,1.05,Fair,I,VS1,58.9,66,4281,6.71,6.6,3.92
7774,1.5,Fair,J,I1,68.8,57,4284,6.94,6.87,4.75
7819,1,Fair,G,SI1,64.4,57,4295,6.32,6.28,4.06
7821,1,Fair,G,SI1,66.2,58,4295,6.25,6.15,4.11
7866,1.16,Fair,G,SI2,60.1,60,4307,6.9,6.72,4.09
7882,0.9,Fair,G,VS2,65.8,61,4309,5.99,5.96,3.93
7889,1,Fair,D,SI2,64.5,54,4312,6.34,6.28,4.07
7897,1,Fair,H,VVS2,65.3,58,4312,6.25,6.18,4.06
7898,1,Fair,H,VVS2,65.1,57,4312,6.27,6.23,4.07
7900,1,Fair,G,SI1,64.7,60,4312,6.22,6.18,4.01
7901,1,Fair,F,VS2,68.3,58,4312,5.98,5.95,4.08
7930,1.01,Fair,F,SI2,65.3,59,4317,6.28,6.24,4.09
7955,1.45,Fair,F,I1,64.8,67,4320,7.16,7,4.64
8010,1,Fair,F,SI1,67.1,57,4328,6.06,6.1,4.08
8013,1.03,Fair,I,VS1,57.6,58,4328,6.67,6.58,3.81
8015,1.5,Fair,I,SI2,70.1,58,4328,6.96,6.85,4.84
8144,1.01,Fair,H,VVS2,65,55,4355,6.31,6.27,4.09
8187,1.5,Fair,I,I1,71.3,58,4368,6.85,6.81,4.87
8188,1.2,Fair,I,SI1,66.2,59,4368,6.55,6.47,4.31
8198,1.2,Fair,H,SI2,64.8,58,4368,6.61,6.56,4.27
8201,1,Fair,H,VS1,65.4,61,4368,6.22,6.17,4.05
8203,1,Fair,H,VS1,57.4,68,4368,6.52,6.47,3.73
8204,0.51,Fair,F,VVS2,60.7,66,4368,5.21,5.11,3.13
8251,1.24,Fair,F,SI2,64.9,60,4375,6.7,6.63,4.32
8277,1.02,Fair,D,SI2,65.5,60,4381,6.27,6.24,4.1
8343,1.02,Fair,H,SI2,59.6,57,4398,6.65,6.5,3.92
8352,1.04,Fair,D,SI2,64.9,56,4398,6.39,6.34,4.13
8357,1.02,Fair,D,SI1,70.6,57,4398,6.08,6.01,4.27
8393,0.5,Fair,F,I1,69.8,55,584,4.89,4.8,3.38
8412,1.04,Fair,F,SI1,66.9,62,4403,6.22,6.15,4.14
8485,1.01,Fair,G,SI1,65.3,58,4417,6.14,6.2,4.03
8509,1.35,Fair,I,SI2,66.5,57,4423,6.79,6.74,4.5
8511,1.03,Fair,G,SI1,64.7,63,4424,6.36,6.31,4.1
8575,1,Fair,E,SI1,65.1,61,4435,6.15,6.08,3.98
8576,1,Fair,G,VS2,69.8,54,4435,6.03,5.94,4.18
8591,0.91,Fair,D,VS2,65.1,63,4439,6.02,6,3.91
8599,1.03,Fair,D,SI1,65.5,58,4441,6.18,6.13,4.03
8673,1.02,Fair,H,VS1,71.8,56,4455,6.04,5.97,4.31
8674,1,Fair,G,VS1,64.9,65,4455,6.31,6.18,4.05
8722,0.3,Fair,E,VVS2,66.6,54,586,4.14,4.18,2.77
8737,1.02,Fair,H,VS2,64.6,61,4462,6.32,6.24,4.06
8738,1.02,Fair,F,SI1,65.1,56,4462,6.29,6.25,4.08
8801,0.91,Fair,F,VS2,58,56,4474,6.34,6.41,3.7
8849,1.01,Fair,E,SI1,65.1,61,4480,6.27,6.24,4.07
8852,1.01,Fair,E,SI1,64.8,58,4480,6.34,6.29,4.09
8854,1,Fair,E,VS2,66.4,51,4480,6.31,6.22,4.16
8856,1.01,Fair,G,VS2,66.8,56,4480,6.15,6.09,4.09
8866,0.92,Fair,E,SI1,66.8,55,4482,6.04,5.99,4.02
8919,1.07,Fair,E,SI2,62.2,66,4496,6.57,6.48,4.06
9062,1,Fair,E,SI2,65.2,59,4516,6.28,6.27,4.09
9065,1,Fair,E,SI2,63,58,4516,6.35,6.26,3.97
9098,1.01,Fair,E,VS2,66.6,55,4525,6.27,6.2,4.15
9121,1,Fair,G,VVS2,66.9,55,4534,6.2,6.17,4.14
9130,0.9,Fair,F,VS2,59.5,67,4536,6.29,6.24,3.73
9146,1.01,Fair,D,SI2,64.6,62,4538,6.26,6.21,4.03
9204,0.91,Fair,E,VS2,61.8,66,4550,6.11,6.09,3.77
9207,1.26,Fair,I,SI2,64.8,57,4551,6.73,6.69,4.35
9214,1.18,Fair,I,VS2,62,66,4553,6.75,6.63,4.16
9215,1.07,Fair,F,SI1,60.6,66,4554,6.65,6.46,3.97
9264,1.01,Fair,F,SI1,65.9,60,4561,6.25,6.17,4.09
9282,1.04,Fair,E,SI2,67.5,56,4566,6.28,6.22,4.22
9295,1.45,Fair,J,SI2,58.6,68,4570,7.45,7.33,4.34
9395,1,Fair,F,SI1,64.8,58,4586,6.26,6.21,4.04
9465,1.01,Fair,E,SI2,57.1,59,4600,6.65,6.69,3.81
9507,1.16,Fair,G,SI1,65.9,55,4612,6.54,6.51,4.3
9578,1.35,Fair,G,SI2,66,58,4627,6.89,6.81,4.52
9597,1,Fair,G,VS1,63.1,63,4630,6.38,6.29,4
9617,1.01,Fair,F,SI1,65.5,57,4634,6.12,6.22,4.04
9632,1.21,Fair,G,SI1,64.5,56,4637,6.69,6.62,4.29
9674,1.01,Fair,G,SI1,60.4,62,4646,6.31,6.34,3.82
9677,1.52,Fair,H,I1,69.7,55,4648,6.92,6.89,4.81
9678,1.52,Fair,H,I1,65.4,62,4648,7.1,7.02,4.62
9735,1,Fair,F,VS2,68.4,58,4656,5.97,6.1,4.13
9741,1,Fair,F,SI1,65.8,58,4657,6.23,6.15,4.07
9785,1,Fair,H,SI1,67.6,59,4665,6.03,5.95,4.05
9874,1,Fair,F,SI1,56.5,60,4679,6.62,6.66,3.75
9908,1,Fair,F,SI1,56.9,63,4688,6.45,6.52,3.69
9950,1.13,Fair,I,VS2,55.9,67,4695,7.05,6.94,3.9
9957,1.33,Fair,F,I1,62,56,4698,7.05,7.01,4.36
9981,1,Fair,D,SI1,66.3,58,4704,6.15,6.04,4.04
9982,1.5,Fair,I,I1,66.1,57,4704,7.12,7.04,4.68
9983,1.5,Fair,I,I1,69.7,56,4704,6.94,6.9,4.82
9990,1.5,Fair,I,SI2,64.9,61,4704,7.14,7.09,4.62
10000,1,Fair,D,SI1,64.9,59,4704,6.2,6.13,4
10001,1,Fair,D,SI1,65.9,54,4704,6.24,6.2,4.1
10004,1.22,Fair,F,SI2,65,56,4705,6.71,6.8,4.39
10031,0.3,Fair,J,VS2,64.8,58,416,4.24,4.16,2.72
10110,1.17,Fair,H,SI2,60,66,4717,6.86,6.78,4.09
10151,1.1,Fair,D,SI2,64.6,54,4725,6.56,6.49,4.22
10166,1.38,Fair,G,SI2,61.2,59,4730,7.19,7.13,4.38
10172,1,Fair,F,VS2,66.7,57,4732,6.11,6.04,4.05
10176,1,Fair,H,VS1,64.1,60,4732,6.3,6.22,4.01
10238,1.26,Fair,D,SI2,64.5,59,4746,6.75,6.71,4.34
10258,1.01,Fair,D,SI1,63.5,58,4751,6.35,6.25,4
10259,1.01,Fair,H,VS2,64.5,60,4751,6.3,6.25,4.05
10267,1.01,Fair,D,SI1,64.6,60,4751,6.12,6.08,3.94
10271,1.01,Fair,D,SI1,66.9,54,4751,6.25,6.21,4.17
10294,1.02,Fair,H,SI1,65.5,60,4758,6.29,6.22,4.1
10328,0.91,Fair,D,VS2,64.5,55,4765,6.24,6.07,3.97
10354,0.91,Fair,E,VS1,64.5,58,4770,6.14,6.1,3.95
10381,0.29,Fair,D,VS2,64.7,62,592,4.14,4.11,2.67
10388,0.3,Fair,F,VS1,61.7,66,593,4.25,4.31,2.64
10465,1.08,Fair,E,SI1,53.8,63,4790,6.99,6.81,3.71
10472,1.01,Fair,F,VS2,64.8,56,4791,6.3,6.25,4.07
10473,1.01,Fair,F,VS2,64.8,56,4791,6.3,6.25,4.07
10474,1.01,Fair,F,VS2,66.1,61,4791,6.1,6.04,4.01
10490,0.9,Fair,D,SI1,64,63,4796,6.12,6.04,3.89
10497,1,Fair,E,SI1,65.8,59,4798,6.07,6.15,4.02
10498,1.02,Fair,D,SI1,66.4,60,4798,6.29,6.21,4.15
10502,1,Fair,F,SI1,65.4,59,4798,6.27,6.2,4.08
10600,1.29,Fair,F,SI2,64.4,57,4824,6.85,6.79,4.39
10621,1,Fair,F,VS2,64.7,59,4829,6.22,6.15,4
10657,1,Fair,G,VS2,66.1,61,4838,6.08,5.99,3.99
10665,1.2,Fair,J,SI1,65.2,58,4838,6.67,6.58,4.32
10689,1.01,Fair,E,SI1,65.3,59,4844,6.13,6.19,4.02
10690,1,Fair,E,SI1,57.4,61,4844,6.53,6.63,3.78
10694,1.03,Fair,D,SI1,64.4,61,4845,6.33,6.25,4.05
10709,0.96,Fair,F,SI1,60.7,65,4849,6.43,6.28,3.86
10710,1.64,Fair,G,I1,64.5,60,4849,7.44,7.35,4.76
10761,1.01,Fair,E,SI1,69.5,55,4853,6,5.94,4.15
10788,0.91,Fair,G,VS2,64.9,54,4860,6.04,6.08,3.93
10790,1,Fair,H,VS2,64.8,62,4861,6.22,6.13,4
10814,1.01,Fair,G,VS1,66.8,61,4864,6.15,6.06,4.08
10858,1.11,Fair,E,SI2,64.7,61,4873,6.42,6.39,4.14
10908,1.01,Fair,G,VS2,64.9,56,4887,6.27,6.21,4.05
10909,1.01,Fair,G,VS2,64.4,58,4887,6.25,6.18,4
10923,1,Fair,G,VS1,63.1,68,4892,6.32,6.17,3.94
10937,1.47,Fair,H,I1,66.7,59,4898,6.98,6.94,4.64
10962,1.18,Fair,F,SI2,55.9,64,4903,7.15,7.01,3.95
11005,1.2,Fair,F,SI2,65.1,58,4915,6.62,6.56,4.29
11021,1.2,Fair,H,SI2,64.8,60,4916,6.55,6.59,4.26
11024,1.33,Fair,E,SI2,65,57,4916,6.93,6.89,4.49
11084,1,Fair,F,SI1,62.6,59,4925,6.25,6.3,3.93
11086,1.21,Fair,E,SI2,65.6,59,4926,6.62,6.56,4.32
11095,1,Fair,G,VVS2,65.5,54,4928,6.3,6.22,4.1
11114,1.02,Fair,H,SI1,56.9,58,4935,6.64,6.75,3.81
11129,1.5,Fair,H,I1,65.7,58,4939,7.07,7.02,4.63
11130,1.5,Fair,H,I1,66.6,54,4939,7.05,7.01,4.68
11242,1.26,Fair,G,SI2,53.2,61,4966,7.44,7.36,3.94
11273,1.01,Fair,E,VS2,64.8,59,4972,6.34,6.26,4.08
11313,1,Fair,F,VS1,67,52,4984,6.12,6.08,4.09
11416,1.5,Fair,H,SI2,66,64,5000,7.1,6.97,4.64
11531,1,Fair,E,SI1,57.6,57,5027,6.56,6.52,3.77
11540,1.21,Fair,F,SI2,65.3,53,5028,6.74,6.68,4.38
11563,1.01,Fair,E,SI1,64.7,56,5034,6.34,6.27,4.08
11584,1.5,Fair,I,I1,65.1,59,5040,7.12,6.96,4.58
11588,1,Fair,F,SI1,61.3,62,5040,6.45,6.37,3.93
11590,1.21,Fair,H,VS2,64.5,56,5041,6.7,6.66,4.31
11684,1.01,Fair,H,VS1,61.4,66,5062,6.34,6.24,3.87
11745,1.51,Fair,I,I1,65.7,61,5074,7.08,7.02,4.63
11758,0.93,Fair,D,VS2,56.3,67,5078,6.52,6.45,3.65
11779,1.83,Fair,J,I1,70,58,5083,7.34,7.28,5.12
11784,1.09,Fair,H,SI1,64.4,60,5085,6.49,6.42,4.16
11805,1.01,Fair,F,VS2,65.2,52,5090,6.31,6.29,4.11
11828,1,Fair,D,SI1,67.3,57,5096,6.15,6.04,4.1
11865,1.34,Fair,G,SI2,64.7,55,5106,7.03,6.97,4.53
11911,1.01,Fair,D,SI1,66.2,56,5122,6.05,6.1,4.02
11943,1.01,Fair,F,SI1,65,61,5131,6.29,6.23,4.07
11968,1.33,Fair,F,SI2,64.5,58,5139,6.97,6.86,4.46
11990,1.01,Fair,F,SI1,57.9,57,5144,6.53,6.57,3.79
12006,1.01,Fair,D,SI1,64.4,61,5147,6.17,6.13,3.96
12086,1,Fair,G,VS2,64.5,58,5161,6.26,6.2,4.02
12132,1.08,Fair,H,VVS2,55.9,63,5171,6.9,6.8,3.83
12163,1.11,Fair,H,SI1,65.7,61,5178,6.42,6.39,4.21
12187,1.01,Fair,E,SI1,56.8,61,5185,6.59,6.62,3.75
12191,1.05,Fair,F,SI1,64.6,57,5186,6.39,6.33,4.11
12234,1.19,Fair,I,SI1,64.9,58,5198,6.64,6.55,4.28
12268,1.24,Fair,H,SI2,65,54,5208,6.76,6.73,4.38
12281,1,Fair,E,SI1,57.4,62,5212,6.54,6.59,3.77
12345,1.01,Fair,F,VS2,64.5,58,5226,6.28,6.18,4.02
12424,1.72,Fair,J,I1,68.5,59,5240,7.31,7.24,4.98
12439,1,Fair,H,VS1,64.6,59,5242,6.3,6.26,4.06
12491,1.02,Fair,F,SI1,64.8,59,5255,6.33,6.23,4.07
12540,1.5,Fair,J,SI2,65.5,60,5268,7.07,7.03,4.62
12619,1.5,Fair,H,I1,68.9,56,5292,7,6.9,4.79
12625,1,Fair,F,SI1,64.8,59,5292,6.29,6.24,4.06
12646,1.01,Fair,G,VS2,68.9,60,5294,6.06,6.02,4.17
12699,0.3,Fair,F,SI1,64.6,56,599,4.27,4.25,2.75
12787,1,Fair,D,SI1,65.5,60,5331,6.18,6.12,4.03
12793,1.27,Fair,H,SI2,65.2,54,5334,6.78,6.71,4.41
12830,1.02,Fair,E,VS2,66.6,57,5350,6.09,6.14,4.07
12912,1,Fair,E,VS2,65,58,5376,6.21,6.16,4.02
12944,1.01,Fair,D,SI1,66,57,5385,6.29,6.22,4.13
12945,1.01,Fair,D,SI1,65,57,5385,6.3,6.22,4.07
13003,2.14,Fair,J,I1,69.4,57,5405,7.74,7.7,5.36
13064,1.16,Fair,H,SI1,65.8,58,5411,6.54,6.46,4.28
13119,2.15,Fair,J,I1,65.5,57,5430,8.01,7.95,5.23
13121,0.91,Fair,E,VVS2,63.1,55,5430,6.13,6,3.83
13123,1.01,Fair,D,SI1,64.7,57,5430,6.33,6.25,4.07
13172,1.2,Fair,F,SI2,63.4,60,5445,6.56,6.65,4.19
13222,1,Fair,H,VS1,55.8,60,5460,6.66,6.61,3.7
13223,1.5,Fair,D,I1,64.7,62,5460,7.19,7.04,4.6
13248,1.01,Fair,G,VS2,66.6,55,5475,6.27,6.22,4.16
13271,1,Fair,G,VS2,67.6,57,5484,6.2,6.13,4.17
13272,1,Fair,G,VS2,63.7,55,5484,6.28,6.21,3.98
13281,1.12,Fair,G,VS1,64.8,56,5487,6.48,6.52,4.21
13284,1.3,Fair,J,SI1,66,57.1,5488,6.73,6.82,4.45
13328,1.01,Fair,F,VS2,65.5,62,5501,6.19,6.23,4.07
13342,1.46,Fair,G,SI2,64.6,54,5504,7.11,7.03,4.57
13387,0.39,Fair,E,SI1,65.6,60,601,4.5,4.56,2.97
13455,1.35,Fair,J,SI1,65.2,56,5524,6.9,7.02,4.54
13474,1.52,Fair,G,SI2,64.9,59,5533,7.19,7.15,4.65
13493,1.01,Fair,G,VS2,64.5,57,5538,6.26,6.2,4.02
13556,0.9,Fair,E,VVS2,58.1,59,5551,6.21,6.26,3.62
13563,1.96,Fair,F,I1,66.6,60,5554,7.59,7.56,5.04
13758,2.22,Fair,J,I1,66.7,56,5607,8.04,8.02,5.36
13776,1.7,Fair,D,I1,64.7,56,5617,7.46,7.37,4.8
13797,1.19,Fair,H,SI1,64.4,58,5622,6.69,6.64,4.29
13804,1.03,Fair,E,SI1,65.1,58,5624,6.35,6.24,4.1
13808,1.35,Fair,H,VS2,64.5,58,5625,6.98,6.93,4.48
13816,1.01,Fair,D,SI1,62.6,57,5628,6.14,6.22,3.87
13825,1.04,Fair,G,VS1,64.9,58,5633,6.36,6.33,4.12
13849,1.5,Fair,H,I1,65.5,58,5645,7.02,6.96,4.58
13923,1.01,Fair,G,VS2,67.8,59,5666,6.07,6.02,4.1
13930,2,Fair,I,I1,66,60,5667,7.78,7.74,5.1
13945,1.05,Fair,G,VS2,65.5,57,5673,6.38,6.34,4.17
13960,1.02,Fair,E,SI1,65.7,58,5681,6.23,6.31,4.12
13992,2.01,Fair,I,I1,67.4,58,5696,7.71,7.64,5.17
13993,2.01,Fair,I,I1,55.9,64,5696,8.48,8.39,4.71
14114,1.46,Fair,H,SI2,56.3,60,5723,7.61,7.55,4.27
14129,1,Fair,E,VS2,67,54,5729,6.23,6.18,4.16
14139,2.27,Fair,J,I1,67.6,55,5733,8.05,8,5.43
14173,1.51,Fair,I,I1,65.1,57,5750,7.16,7.12,4.65
14245,1.13,Fair,H,SI1,65.3,59,5771,6.52,6.44,4.23
14290,1.01,Fair,F,VS2,65.1,59,5784,6.17,6.21,4.03
14313,1.01,Fair,D,VS2,59.1,68,5797,6.56,6.44,3.84
14322,1.51,Fair,J,SI2,65.1,59,5801,7.13,7.09,4.63
14455,1,Fair,F,VS1,65.3,56,5833,6.28,6.25,4.09
14471,1,Fair,F,VS2,64.9,56,5840,6.26,6.31,4.08
14479,1.5,Fair,J,VS2,64.5,59,5846,7.2,7.07,4.6
14492,1,Fair,G,VS1,58.7,67,5853,6.47,6.45,3.79
14505,1.81,Fair,J,I1,68,57,5859,7.43,7.39,5.04
14565,1.01,Fair,E,VS2,65.3,59,5882,6.15,6.1,4
14635,1,Fair,G,VS1,64.4,56,5908,6.31,6.26,4.05
14646,2,Fair,H,I1,69.8,54,5914,7.6,7.56,5.29
14653,1.65,Fair,J,SI1,61.6,66,5914,7.61,7.47,4.66
14660,1.52,Fair,J,SI2,65.8,57,5916,7.18,7.11,4.7
14668,1.51,Fair,H,SI2,66.9,57,5919,7.13,7.09,4.75
14669,1.51,Fair,F,SI2,65.4,56,5919,7.2,7.08,4.67
14789,1.01,Fair,G,VS2,65.1,56,5950,6.2,6.15,4.02
14882,1.82,Fair,H,I1,67.3,58,5993,7.5,7.47,5.04
14913,2.03,Fair,H,I1,64.4,59,6002,7.91,7.85,5.07
14914,2.03,Fair,H,I1,66.6,57,6002,7.81,7.75,5.19
14921,1.5,Fair,J,SI1,64.9,58,6006,7.09,7.03,4.58
14927,1.73,Fair,H,SI2,65.9,58,6007,7.52,7.45,4.93
15000,1.01,Fair,F,VS2,69,61,6041,6.06,5.99,4.16
15080,1.32,Fair,I,SI1,64.8,58,6061,6.9,6.83,4.45
15124,1.33,Fair,G,SI2,63,62,6078,6.9,6.87,4.34
15129,1.01,Fair,D,VS2,65.2,57,6081,6.23,6.19,4.05
15140,1.43,Fair,E,SI2,66,57,6086,7.02,7,4.63
15215,1.47,Fair,F,SI2,65.9,59,6108,6.99,6.94,4.59
15234,1,Fair,F,VS1,64.8,61,6115,6.26,6.21,4.04
15235,1,Fair,F,VS1,65,59,6115,6.19,6.14,4.01
15264,1.52,Fair,H,SI2,64.9,58,6129,7.16,7.13,4.64
15314,1.96,Fair,I,I1,66.8,55,6147,7.62,7.6,5.08
15332,1.51,Fair,I,SI2,66,57,6156,7.14,7,4.7
15421,1.01,Fair,D,VS2,65.6,61,6176,6.21,6.16,4.06
15504,1.5,Fair,I,SI2,68.1,59,6209,7.12,6.84,4.75
15507,1,Fair,F,VS2,64.9,52,6210,6.24,6.33,4.08
15529,1.32,Fair,E,SI2,65.2,58,6221,6.86,6.79,4.45
15588,1.5,Fair,H,SI2,64.6,59,6250,7.2,7.11,4.62
15624,1,Fair,E,VS2,57.4,58,6268,6.57,6.64,3.79
15627,1.01,Fair,G,VS2,59.1,56,6271,6.55,6.52,3.86
15635,1.01,Fair,F,VS2,61.1,60,6271,6.49,6.4,3.94
15643,1.6,Fair,F,SI2,65,56,6272,7.35,7.26,4.8
15670,1,Fair,E,VS2,57.3,64,6285,6.59,6.46,3.79
15685,2.49,Fair,J,I1,66.3,58,6289,8.26,8.18,5.45
15730,1.51,Fair,H,SI2,65.4,60,6291,7.06,6.96,4.6
15732,1.51,Fair,H,SI2,64.5,59,6291,7.21,7.15,4.63
15782,2.01,Fair,G,I1,70.2,57,6315,7.53,7.5,5.27
15816,2.14,Fair,H,I1,66.4,56,6328,8,7.92,5.29
15850,1.5,Fair,H,SI1,68,59,6340,7.12,6.82,4.76
15866,2.02,Fair,G,I1,68,55,6346,7.77,7.72,5.27
15867,2.02,Fair,G,I1,65.6,57,6346,7.87,7.8,5.15
15889,1.01,Fair,G,VS1,64.6,60,6353,6.34,6.22,4.06
15919,1.01,Fair,F,VS1,64.6,60,6366,6.26,6.16,4.01
15921,1.01,Fair,D,VS2,65.3,58,6366,6.29,6.24,4.09
15939,1.54,Fair,I,SI2,65,56,6375,7.22,7.14,4.67
15941,2.03,Fair,G,I1,66.3,56,6377,7.81,7.75,5.16
15952,1.14,Fair,G,VS1,57.5,67,6381,0,0,0
15970,1.01,Fair,F,VS1,64.5,59,6391,6.27,6.19,4.02
15981,1,Fair,F,VS1,65.3,59,6397,6.25,6.21,4.07
15983,1.21,Fair,G,SI1,64.6,60,6397,6.69,6.62,4.3
16085,1.49,Fair,H,I1,66.9,61,6425,6.93,6.89,4.62
16151,1.45,Fair,F,SI2,64.4,58,6455,7.17,7.11,4.59
16257,2.07,Fair,G,I1,67.7,56,6503,7.76,7.73,5.25
16318,1.15,Fair,G,VS1,64.6,57,6530,6.6,6.5,4.23
16328,2,Fair,F,I1,66.1,57,6532,7.84,7.7,5.14
16409,1.5,Fair,G,SI2,68.5,66,6552,6.87,6.76,4.67
16440,2.22,Fair,H,I1,70.1,55,6564,7.77,7.74,5.44
16502,1.51,Fair,D,SI2,66.2,54,6596,7.19,7.08,4.72
16505,2.1,Fair,G,I1,67.4,59,6597,7.82,7.76,5.24
16506,2.1,Fair,G,I1,64.6,58,6597,8.05,8.01,5.19
16603,1.91,Fair,H,SI2,64.6,56,6632,7.76,7.7,4.99
16632,1.01,Fair,F,VS1,61.7,61,6651,6.6,6.49,4.04
16638,2.25,Fair,H,I1,67.7,58,6653,8.01,7.97,5.41
16654,1.53,Fair,J,VS2,64.7,58,6659,7.24,7.22,4.68
16840,1.5,Fair,I,SI2,64.8,58,6717,7.05,7.15,4.6
16858,1.43,Fair,I,VS1,50.8,60,6727,7.73,7.25,3.93
16882,1.02,Fair,G,VVS2,64.6,59,6736,6.31,6.29,4.07
16916,2.03,Fair,F,I1,65.6,56,6753,7.89,7.86,5.16
16931,1.01,Fair,F,VS1,64.7,54,6759,6.33,6.28,4.08
17025,2,Fair,J,I1,66.5,56,6796,7.93,7.8,5.23
17094,1.17,Fair,E,VS2,64.5,56,6814,6.75,6.68,4.33
17097,1.51,Fair,H,SI2,65.5,56,6816,7.18,7.13,4.69
17098,2.17,Fair,G,I1,55.6,62,6817,8.75,8.69,4.8
17138,1.5,Fair,H,SI1,65,57,6838,7.1,7.06,4.6
17139,1.5,Fair,H,SI1,65,57,6838,7.1,7.06,4.6
17182,2.32,Fair,H,I1,70.5,55,6860,7.93,7.9,5.58
17189,1.02,Fair,F,VVS2,64.8,58,6863,6.22,6.28,4.05
17197,2.72,Fair,J,I1,68.2,56,6870,8.46,8.43,5.76
17223,1.83,Fair,H,I1,68,57,6887,7.47,7.44,5.07
17253,1.52,Fair,I,SI2,64.7,58,6905,7.19,7.22,4.66
17283,1.5,Fair,E,SI2,64.8,55,6922,7.26,7.15,4.67
17416,1.51,Fair,J,SI1,63.4,60,6976,7.31,7.18,4.59
17482,2.11,Fair,F,I1,67.6,57,7019,7.88,7.83,5.31
17530,1.5,Fair,F,SI2,64.7,59,7056,7.13,7.05,4.59
17537,1.5,Fair,F,SI2,65.3,57,7056,7.15,7.09,4.65
17561,2.25,Fair,G,I1,64.9,58,7069,8.15,8.12,5.28
17574,1.08,Fair,G,VS1,64.7,60,7076,6.44,6.41,4.16
17592,1.59,Fair,I,SI2,65.2,58,7080,7.28,7.24,4.73
17594,1,Fair,D,VS1,55.9,60,7083,6.77,6.71,4.38
17620,1.16,Fair,F,VS1,57.8,67,7094,6.97,6.84,3.99
17629,1.5,Fair,H,SI2,59.3,58,7098,7.31,7.37,4.35
17692,2.27,Fair,G,I1,68.6,56,7131,7.99,7.94,5.47
17718,0.5,Fair,F,I1,71,57,613,4.87,4.79,3.43
17720,0.5,Fair,F,I1,68.4,54,613,4.94,4.82,3.35
17736,1.51,Fair,J,VS1,65.2,56,7139,7.16,7.11,4.65
17820,1.35,Fair,I,VS2,61.6,62,7182,7.15,7.1,4.39
17823,1.52,Fair,J,VS1,65.4,58,7186,7.22,7.17,4.7
17826,1.5,Fair,H,SI2,65.5,53,7187,7.14,7.11,4.67
